Hour_of_Year,Time_(HH:MM),Hr_of_Day,Day_of_Year,Day_of_Week,Day_Name,Month,Mains_Temp_C
2350,98.875,22,98,7,Saturday,4,11.12222222
2351,98.91666667,23,98,7,Saturday,4,11.12777778
2352,98.95833333,24,98,7,Saturday,4,11.13333333
2353,99,1,99,1,Sunday,4,11.13888889
2354,99.04166667,2,99,1,Sunday,4,11.14444444
2355,99.08333333,3,99,1,Sunday,4,11.15
2356,99.125,4,99,1,Sunday,4,11.15555556
2357,99.16666667,5,99,1,Sunday,4,11.16666667
2358,99.20833333,6,99,1,Sunday,4,11.17222222
2359,99.25,7,99,1,Sunday,4,11.18333333
2360,99.29166667,8,99,1,Sunday,4,11.18888889
2361,99.33333333,9,99,1,Sunday,4,11.2
2362,99.375,10,99,1,Sunday,4,11.20555556
2363,99.41666667,11,99,1,Sunday,4,11.21666667
2364,99.45833333,12,99,1,Sunday,4,11.22222222
2365,99.5,13,99,1,Sunday,4,11.23333333
2366,99.54166667,14,99,1,Sunday,4,11.23888889
2367,99.58333333,15,99,1,Sunday,4,11.25
2368,99.625,16,99,1,Sunday,4,11.25555556
2369,99.66666667,17,99,1,Sunday,4,11.26666667
2370,99.70833333,18,99,1,Sunday,4,11.27777778
2371,99.75,19,99,1,Sunday,4,11.28333333
2372,99.79166667,20,99,1,Sunday,4,11.29444444
2373,99.83333333,21,99,1,Sunday,4,11.30555556
2374,99.875,22,99,1,Sunday,4,11.31111111
2375,99.91666667,23,99,1,Sunday,4,11.32222222
2376,99.95833333,24,99,1,Sunday,4,11.32777778
2377,100,1,100,2,Monday,4,11.33888889
2378,100.0416667,2,100,2,Monday,4,11.34444444
2379,100.0833333,3,100,2,Monday,4,11.35555556
2380,100.125,4,100,2,Monday,4,11.36111111
2381,100.1666667,5,100,2,Monday,4,11.36666667
2382,100.2083333,6,100,2,Monday,4,11.37222222
2383,100.25,7,100,2,Monday,4,11.37777778
2384,100.2916667,8,100,2,Monday,4,11.38333333
2385,100.3333333,9,100,2,Monday,4,11.38888889
2386,100.375,10,100,2,Monday,4,11.39444444
2387,100.4166667,11,100,2,Monday,4,11.4
2388,100.4583333,12,100,2,Monday,4,11.4
2389,100.5,13,100,2,Monday,4,11.40555556
2390,100.5416667,14,100,2,Monday,4,11.40555556
2391,100.5833333,15,100,2,Monday,4,11.40555556
2392,100.625,16,100,2,Monday,4,11.41111111
2393,100.6666667,17,100,2,Monday,4,11.41111111
2394,100.7083333,18,100,2,Monday,4,11.41111111
2395,100.75,19,100,2,Monday,4,11.41111111
2396,100.7916667,20,100,2,Monday,4,11.41111111
2397,100.8333333,21,100,2,Monday,4,11.41666667
2398,100.875,22,100,2,Monday,4,11.41666667
2399,100.9166667,23,100,2,Monday,4,11.41666667
2400,100.9583333,24,100,2,Monday,4,11.41666667
2401,101,1,101,3,Tuesday,4,11.41666667
2402,101.0416667,2,101,3,Tuesday,4,11.41666667
2403,101.0833333,3,101,3,Tuesday,4,11.42222222
2404,101.125,4,101,3,Tuesday,4,11.42222222
2405,101.1666667,5,101,3,Tuesday,4,11.42777778
2406,101.2083333,6,101,3,Tuesday,4,11.42777778
2407,101.25,7,101,3,Tuesday,4,11.43333333
2408,101.2916667,8,101,3,Tuesday,4,11.43333333
2409,101.3333333,9,101,3,Tuesday,4,11.43888889
2410,101.375,10,101,3,Tuesday,4,11.43888889
2411,101.4166667,11,101,3,Tuesday,4,11.43888889
2412,101.4583333,12,101,3,Tuesday,4,11.44444444
2413,101.5,13,101,3,Tuesday,4,11.45
2414,101.5416667,14,101,3,Tuesday,4,11.45
2415,101.5833333,15,101,3,Tuesday,4,11.45555556
2416,101.625,16,101,3,Tuesday,4,11.46111111
2417,101.6666667,17,101,3,Tuesday,4,11.46666667
2418,101.7083333,18,101,3,Tuesday,4,11.46666667
2419,101.75,19,101,3,Tuesday,4,11.46666667
2420,101.7916667,20,101,3,Tuesday,4,11.47222222
2421,101.8333333,21,101,3,Tuesday,4,11.47222222
2422,101.875,22,101,3,Tuesday,4,11.47222222
2423,101.9166667,23,101,3,Tuesday,4,11.47777778
2424,101.9583333,24,101,3,Tuesday,4,11.47777778
2425,102,1,102,4,Wednesday,4,11.47777778
2426,102.0416667,2,102,4,Wednesday,4,11.47222222
2427,102.0833333,3,102,4,Wednesday,4,11.47222222
2428,102.125,4,102,4,Wednesday,4,11.47222222
2429,102.1666667,5,102,4,Wednesday,4,11.46666667
2430,102.2083333,6,102,4,Wednesday,4,11.46111111
2431,102.25,7,102,4,Wednesday,4,11.46111111
2432,102.2916667,8,102,4,Wednesday,4,11.46111111
2433,102.3333333,9,102,4,Wednesday,4,11.46111111
2434,102.375,10,102,4,Wednesday,4,11.46666667
2435,102.4166667,11,102,4,Wednesday,4,11.46666667
2436,102.4583333,12,102,4,Wednesday,4,11.46666667
2437,102.5,13,102,4,Wednesday,4,11.46666667
2438,102.5416667,14,102,4,Wednesday,4,11.47222222
2439,102.5833333,15,102,4,Wednesday,4,11.47222222
2440,102.625,16,102,4,Wednesday,4,11.47222222
2441,102.6666667,17,102,4,Wednesday,4,11.47777778
2442,102.7083333,18,102,4,Wednesday,4,11.47777778
2443,102.75,19,102,4,Wednesday,4,11.48333333
2444,102.7916667,20,102,4,Wednesday,4,11.48333333
2445,102.8333333,21,102,4,Wednesday,4,11.48333333
2446,102.875,22,102,4,Wednesday,4,11.48333333
2447,102.9166667,23,102,4,Wednesday,4,11.48888889
2448,102.9583333,24,102,4,Wednesday,4,11.48888889
2449,103,1,103,5,Thursday,4,11.48888889
2450,103.0416667,2,103,5,Thursday,4,11.48888889
2451,103.0833333,3,103,5,Thursday,4,11.49444444
2452,103.125,4,103,5,Thursday,4,11.49444444
2453,103.1666667,5,103,5,Thursday,4,11.49444444
2454,103.2083333,6,103,5,Thursday,4,11.49444444
2455,103.25,7,103,5,Thursday,4,11.5
2456,103.2916667,8,103,5,Thursday,4,11.5
2457,103.3333333,9,103,5,Thursday,4,11.5
2458,103.375,10,103,5,Thursday,4,11.5
2459,103.4166667,11,103,5,Thursday,4,11.50555556
2460,103.4583333,12,103,5,Thursday,4,11.50555556
2461,103.5,13,103,5,Thursday,4,11.51111111
2462,103.5416667,14,103,5,Thursday,4,11.51111111
2463,103.5833333,15,103,5,Thursday,4,11.51666667
2464,103.625,16,103,5,Thursday,4,11.52222222
2465,103.6666667,17,103,5,Thursday,4,11.52222222
2466,103.7083333,18,103,5,Thursday,4,11.52777778
2467,103.75,19,103,5,Thursday,4,11.52777778
2468,103.7916667,20,103,5,Thursday,4,11.53333333
2469,103.8333333,21,103,5,Thursday,4,11.53333333
2470,103.875,22,103,5,Thursday,4,11.52777778
2471,103.9166667,23,103,5,Thursday,4,11.52777778
2472,103.9583333,24,103,5,Thursday,4,11.52777778
2473,104,1,104,6,Friday,4,11.52777778
2474,104.0416667,2,104,6,Friday,4,11.52777778
2475,104.0833333,3,104,6,Friday,4,11.52222222
2476,104.125,4,104,6,Friday,4,11.52222222
2477,104.1666667,5,104,6,Friday,4,11.51666667
2478,104.2083333,6,104,6,Friday,4,11.51111111
2479,104.25,7,104,6,Friday,4,11.51111111
2480,104.2916667,8,104,6,Friday,4,11.50555556
2481,104.3333333,9,104,6,Friday,4,11.50555556
2482,104.375,10,104,6,Friday,4,11.50555556
2483,104.4166667,11,104,6,Friday,4,11.50555556
2484,104.4583333,12,104,6,Friday,4,11.50555556
2485,104.5,13,104,6,Friday,4,11.51111111
2486,104.5416667,14,104,6,Friday,4,11.51111111
2487,104.5833333,15,104,6,Friday,4,11.51111111
2488,104.625,16,104,6,Friday,4,11.51111111
2489,104.6666667,17,104,6,Friday,4,11.51111111
2490,104.7083333,18,104,6,Friday,4,11.51111111
2491,104.75,19,104,6,Friday,4,11.51111111
2492,104.7916667,20,104,6,Friday,4,11.50555556
2493,104.8333333,21,104,6,Friday,4,11.50555556
2494,104.875,22,104,6,Friday,4,11.51111111
2495,104.9166667,23,104,6,Friday,4,11.50555556
2496,104.9583333,24,104,6,Friday,4,11.50555556
2497,105,1,105,7,Saturday,4,11.50555556
2498,105.0416667,2,105,7,Saturday,4,11.50555556
2499,105.0833333,3,105,7,Saturday,4,11.50555556
2500,105.125,4,105,7,Saturday,4,11.5
2501,105.1666667,5,105,7,Saturday,4,11.5
2502,105.2083333,6,105,7,Saturday,4,11.5
2503,105.25,7,105,7,Saturday,4,11.5
2504,105.2916667,8,105,7,Saturday,4,11.49444444
2505,105.3333333,9,105,7,Saturday,4,11.49444444
2506,105.375,10,105,7,Saturday,4,11.49444444
2507,105.4166667,11,105,7,Saturday,4,11.49444444
2508,105.4583333,12,105,7,Saturday,4,11.48888889
2509,105.5,13,105,7,Saturday,4,11.48888889
2510,105.5416667,14,105,7,Saturday,4,11.48888889
2511,105.5833333,15,105,7,Saturday,4,11.48888889
2512,105.625,16,105,7,Saturday,4,11.48888889
2513,105.6666667,17,105,7,Saturday,4,11.48888889
2514,105.7083333,18,105,7,Saturday,4,11.48888889
2515,105.75,19,105,7,Saturday,4,11.48888889
2516,105.7916667,20,105,7,Saturday,4,11.48888889
2517,105.8333333,21,105,7,Saturday,4,11.48888889
2518,105.875,22,105,7,Saturday,4,11.48888889
2519,105.9166667,23,105,7,Saturday,4,11.48888889
2520,105.9583333,24,105,7,Saturday,4,11.48333333
2521,106,1,106,1,Sunday,4,11.48333333
2522,106.0416667,2,106,1,Sunday,4,11.48888889
2523,106.0833333,3,106,1,Sunday,4,11.48888889
2524,106.125,4,106,1,Sunday,4,11.48888889
2525,106.1666667,5,106,1,Sunday,4,11.48888889
2526,106.2083333,6,106,1,Sunday,4,11.48888889
2527,106.25,7,106,1,Sunday,4,11.48888889
2528,106.2916667,8,106,1,Sunday,4,11.48888889
2529,106.3333333,9,106,1,Sunday,4,11.49444444
2530,106.375,10,106,1,Sunday,4,11.49444444
2531,106.4166667,11,106,1,Sunday,4,11.48888889
2532,106.4583333,12,106,1,Sunday,4,11.48888889
2533,106.5,13,106,1,Sunday,4,11.48888889
2534,106.5416667,14,106,1,Sunday,4,11.48888889
2535,106.5833333,15,106,1,Sunday,4,11.48888889
2536,106.625,16,106,1,Sunday,4,11.48333333
2537,106.6666667,17,106,1,Sunday,4,11.48333333
2538,106.7083333,18,106,1,Sunday,4,11.48333333
2539,106.75,19,106,1,Sunday,4,11.48333333
2540,106.7916667,20,106,1,Sunday,4,11.48333333
2541,106.8333333,21,106,1,Sunday,4,11.48333333
2542,106.875,22,106,1,Sunday,4,11.48333333
2543,106.9166667,23,106,1,Sunday,4,11.48333333
2544,106.9583333,24,106,1,Sunday,4,11.48333333
2545,107,1,107,2,Monday,4,11.47777778
2546,107.0416667,2,107,2,Monday,4,11.47777778
2547,107.0833333,3,107,2,Monday,4,11.47777778
2548,107.125,4,107,2,Monday,4,11.47222222
2549,107.1666667,5,107,2,Monday,4,11.46666667
2550,107.2083333,6,107,2,Monday,4,11.46666667
2551,107.25,7,107,2,Monday,4,11.46666667
2552,107.2916667,8,107,2,Monday,4,11.46666667
2553,107.3333333,9,107,2,Monday,4,11.46666667
2554,107.375,10,107,2,Monday,4,11.46111111
2555,107.4166667,11,107,2,Monday,4,11.46111111
2556,107.4583333,12,107,2,Monday,4,11.45555556
2557,107.5,13,107,2,Monday,4,11.45
2558,107.5416667,14,107,2,Monday,4,11.44444444
2559,107.5833333,15,107,2,Monday,4,11.43333333
2560,107.625,16,107,2,Monday,4,11.42777778
2561,107.6666667,17,107,2,Monday,4,11.42222222
2562,107.7083333,18,107,2,Monday,4,11.41666667
2563,107.75,19,107,2,Monday,4,11.40555556
2564,107.7916667,20,107,2,Monday,4,11.4
2565,107.8333333,21,107,2,Monday,4,11.4
2566,107.875,22,107,2,Monday,4,11.39444444
2567,107.9166667,23,107,2,Monday,4,11.38888889
2568,107.9583333,24,107,2,Monday,4,11.38333333
2569,108,1,108,3,Tuesday,4,11.37777778
2570,108.0416667,2,108,3,Tuesday,4,11.37222222
2571,108.0833333,3,108,3,Tuesday,4,11.36666667
2572,108.125,4,108,3,Tuesday,4,11.36111111
2573,108.1666667,5,108,3,Tuesday,4,11.35555556
2574,108.2083333,6,108,3,Tuesday,4,11.35
2575,108.25,7,108,3,Tuesday,4,11.34444444
2576,108.2916667,8,108,3,Tuesday,4,11.33888889
2577,108.3333333,9,108,3,Tuesday,4,11.33888889
2578,108.375,10,108,3,Tuesday,4,11.33333333
2579,108.4166667,11,108,3,Tuesday,4,11.33333333
2580,108.4583333,12,108,3,Tuesday,4,11.32777778
2581,108.5,13,108,3,Tuesday,4,11.32777778
2582,108.5416667,14,108,3,Tuesday,4,11.32777778
2583,108.5833333,15,108,3,Tuesday,4,11.32222222
2584,108.625,16,108,3,Tuesday,4,11.32222222
2585,108.6666667,17,108,3,Tuesday,4,11.31666667
2586,108.7083333,18,108,3,Tuesday,4,11.31111111
2587,108.75,19,108,3,Tuesday,4,11.31111111
2588,108.7916667,20,108,3,Tuesday,4,11.31111111
2589,108.8333333,21,108,3,Tuesday,4,11.30555556
2590,108.875,22,108,3,Tuesday,4,11.30555556
2591,108.9166667,23,108,3,Tuesday,4,11.3
2592,108.9583333,24,108,3,Tuesday,4,11.3
2593,109,1,109,4,Wednesday,4,11.3
2594,109.0416667,2,109,4,Wednesday,4,11.3
2595,109.0833333,3,109,4,Wednesday,4,11.3
2596,109.125,4,109,4,Wednesday,4,11.3
2597,109.1666667,5,109,4,Wednesday,4,11.3
2598,109.2083333,6,109,4,Wednesday,4,11.30555556
2599,109.25,7,109,4,Wednesday,4,11.30555556
2600,109.2916667,8,109,4,Wednesday,4,11.31111111
2601,109.3333333,9,109,4,Wednesday,4,11.31111111
2602,109.375,10,109,4,Wednesday,4,11.31111111
2603,109.4166667,11,109,4,Wednesday,4,11.31111111
2604,109.4583333,12,109,4,Wednesday,4,11.31666667
2605,109.5,13,109,4,Wednesday,4,11.31666667
2606,109.5416667,14,109,4,Wednesday,4,11.31666667
2607,109.5833333,15,109,4,Wednesday,4,11.31666667
2608,109.625,16,109,4,Wednesday,4,11.31666667
2609,109.6666667,17,109,4,Wednesday,4,11.31666667
2610,109.7083333,18,109,4,Wednesday,4,11.31666667
2611,109.75,19,109,4,Wednesday,4,11.32222222
2612,109.7916667,20,109,4,Wednesday,4,11.32222222
2613,109.8333333,21,109,4,Wednesday,4,11.32222222
2614,109.875,22,109,4,Wednesday,4,11.32222222
2615,109.9166667,23,109,4,Wednesday,4,11.32222222
2616,109.9583333,24,109,4,Wednesday,4,11.32222222
2617,110,1,110,5,Thursday,4,11.32777778
2618,110.0416667,2,110,5,Thursday,4,11.32777778
2619,110.0833333,3,110,5,Thursday,4,11.32777778
2620,110.125,4,110,5,Thursday,4,11.32777778
2621,110.1666667,5,110,5,Thursday,4,11.33333333
2622,110.2083333,6,110,5,Thursday,4,11.33333333
2623,110.25,7,110,5,Thursday,4,11.33888889
2624,110.2916667,8,110,5,Thursday,4,11.33888889
2625,110.3333333,9,110,5,Thursday,4,11.34444444
2626,110.375,10,110,5,Thursday,4,11.34444444
2627,110.4166667,11,110,5,Thursday,4,11.35
2628,110.4583333,12,110,5,Thursday,4,11.35
2629,110.5,13,110,5,Thursday,4,11.35
2630,110.5416667,14,110,5,Thursday,4,11.35
2631,110.5833333,15,110,5,Thursday,4,11.35
2632,110.625,16,110,5,Thursday,4,11.35555556
2633,110.6666667,17,110,5,Thursday,4,11.35555556
2634,110.7083333,18,110,5,Thursday,4,11.35555556
2635,110.75,19,110,5,Thursday,4,11.35555556
2636,110.7916667,20,110,5,Thursday,4,11.36111111
2637,110.8333333,21,110,5,Thursday,4,11.36111111
2638,110.875,22,110,5,Thursday,4,11.36111111
2639,110.9166667,23,110,5,Thursday,4,11.36111111
2640,110.9583333,24,110,5,Thursday,4,11.36111111
2641,111,1,111,6,Friday,4,11.36111111
2642,111.0416667,2,111,6,Friday,4,11.36666667
2643,111.0833333,3,111,6,Friday,4,11.36666667
2644,111.125,4,111,6,Friday,4,11.36666667
2645,111.1666667,5,111,6,Friday,4,11.36111111
2646,111.2083333,6,111,6,Friday,4,11.36111111
2647,111.25,7,111,6,Friday,4,11.36666667
2648,111.2916667,8,111,6,Friday,4,11.36666667
2649,111.3333333,9,111,6,Friday,4,11.37222222
2650,111.375,10,111,6,Friday,4,11.37777778
2651,111.4166667,11,111,6,Friday,4,11.38333333
2652,111.4583333,12,111,6,Friday,4,11.38888889
2653,111.5,13,111,6,Friday,4,11.39444444
2654,111.5416667,14,111,6,Friday,4,11.4
2655,111.5833333,15,111,6,Friday,4,11.40555556
2656,111.625,16,111,6,Friday,4,11.41111111
2657,111.6666667,17,111,6,Friday,4,11.41111111
2658,111.7083333,18,111,6,Friday,4,11.41666667
2659,111.75,19,111,6,Friday,4,11.41666667
2660,111.7916667,20,111,6,Friday,4,11.42222222
2661,111.8333333,21,111,6,Friday,4,11.42222222
2662,111.875,22,111,6,Friday,4,11.42222222
2663,111.9166667,23,111,6,Friday,4,11.42222222
2664,111.9583333,24,111,6,Friday,4,11.42222222
2665,112,1,112,7,Saturday,4,11.42222222
2666,112.0416667,2,112,7,Saturday,4,11.42777778
2667,112.0833333,3,112,7,Saturday,4,11.42777778
2668,112.125,4,112,7,Saturday,4,11.42777778
2669,112.1666667,5,112,7,Saturday,4,11.42777778
2670,112.2083333,6,112,7,Saturday,4,11.42777778
2671,112.25,7,112,7,Saturday,4,11.42777778
2672,112.2916667,8,112,7,Saturday,4,11.43333333
2673,112.3333333,9,112,7,Saturday,4,11.43333333
2674,112.375,10,112,7,Saturday,4,11.43333333
2675,112.4166667,11,112,7,Saturday,4,11.43333333
2676,112.4583333,12,112,7,Saturday,4,11.43333333
2677,112.5,13,112,7,Saturday,4,11.43333333
2678,112.5416667,14,112,7,Saturday,4,11.43333333
2679,112.5833333,15,112,7,Saturday,4,11.43888889
2680,112.625,16,112,7,Saturday,4,11.43888889
2681,112.6666667,17,112,7,Saturday,4,11.44444444
2682,112.7083333,18,112,7,Saturday,4,11.44444444
2683,112.75,19,112,7,Saturday,4,11.45
2684,112.7916667,20,112,7,Saturday,4,11.45555556
2685,112.8333333,21,112,7,Saturday,4,11.46111111
2686,112.875,22,112,7,Saturday,4,11.46111111
2687,112.9166667,23,112,7,Saturday,4,11.46666667
2688,112.9583333,24,112,7,Saturday,4,11.47222222
2689,113,1,113,1,Sunday,4,11.47222222
2690,113.0416667,2,113,1,Sunday,4,11.47777778
2691,113.0833333,3,113,1,Sunday,4,11.47777778
2692,113.125,4,113,1,Sunday,4,11.48333333
2693,113.1666667,5,113,1,Sunday,4,11.48888889
2694,113.2083333,6,113,1,Sunday,4,11.48888889
2695,113.25,7,113,1,Sunday,4,11.49444444
2696,113.2916667,8,113,1,Sunday,4,11.5
2697,113.3333333,9,113,1,Sunday,4,11.50555556
2698,113.375,10,113,1,Sunday,4,11.51111111
2699,113.4166667,11,113,1,Sunday,4,11.51666667
2700,113.4583333,12,113,1,Sunday,4,11.52777778
2701,113.5,13,113,1,Sunday,4,11.53333333
2702,113.5416667,14,113,1,Sunday,4,11.54444444
2703,113.5833333,15,113,1,Sunday,4,11.55
2704,113.625,16,113,1,Sunday,4,11.56111111
2705,113.6666667,17,113,1,Sunday,4,11.56666667
2706,113.7083333,18,113,1,Sunday,4,11.57222222
2707,113.75,19,113,1,Sunday,4,11.57777778
2708,113.7916667,20,113,1,Sunday,4,11.58333333
2709,113.8333333,21,113,1,Sunday,4,11.58333333
2710,113.875,22,113,1,Sunday,4,11.58888889
2711,113.9166667,23,113,1,Sunday,4,11.58888889
2712,113.9583333,24,113,1,Sunday,4,11.58888889
2713,114,1,114,2,Monday,4,11.58888889
2714,114.0416667,2,114,2,Monday,4,11.58888889
2715,114.0833333,3,114,2,Monday,4,11.58333333
2716,114.125,4,114,2,Monday,4,11.58333333
2717,114.1666667,5,114,2,Monday,4,11.58333333
2718,114.2083333,6,114,2,Monday,4,11.58333333
2719,114.25,7,114,2,Monday,4,11.57777778
2720,114.2916667,8,114,2,Monday,4,11.57777778
2721,114.3333333,9,114,2,Monday,4,11.58333333
2722,114.375,10,114,2,Monday,4,11.58333333
2723,114.4166667,11,114,2,Monday,4,11.58333333
2724,114.4583333,12,114,2,Monday,4,11.58888889
2725,114.5,13,114,2,Monday,4,11.58888889
2726,114.5416667,14,114,2,Monday,4,11.58888889
2727,114.5833333,15,114,2,Monday,4,11.59444444
2728,114.625,16,114,2,Monday,4,11.59444444
2729,114.6666667,17,114,2,Monday,4,11.6
2730,114.7083333,18,114,2,Monday,4,11.6
2731,114.75,19,114,2,Monday,4,11.6
2732,114.7916667,20,114,2,Monday,4,11.6
2733,114.8333333,21,114,2,Monday,4,11.6
2734,114.875,22,114,2,Monday,4,11.6
2735,114.9166667,23,114,2,Monday,4,11.6
2736,114.9583333,24,114,2,Monday,4,11.6
2737,115,1,115,3,Tuesday,4,11.6
2738,115.0416667,2,115,3,Tuesday,4,11.6
2739,115.0833333,3,115,3,Tuesday,4,11.6
2740,115.125,4,115,3,Tuesday,4,11.6
2741,115.1666667,5,115,3,Tuesday,4,11.6
2742,115.2083333,6,115,3,Tuesday,4,11.6
2743,115.25,7,115,3,Tuesday,4,11.6
2744,115.2916667,8,115,3,Tuesday,4,11.6
2745,115.3333333,9,115,3,Tuesday,4,11.6
2746,115.375,10,115,3,Tuesday,4,11.60555556
2747,115.4166667,11,115,3,Tuesday,4,11.60555556
2748,115.4583333,12,115,3,Tuesday,4,11.61111111
2749,115.5,13,115,3,Tuesday,4,11.61666667
2750,115.5416667,14,115,3,Tuesday,4,11.61666667
2751,115.5833333,15,115,3,Tuesday,4,11.62222222
2752,115.625,16,115,3,Tuesday,4,11.62777778
2753,115.6666667,17,115,3,Tuesday,4,11.62777778
2754,115.7083333,18,115,3,Tuesday,4,11.63333333
2755,115.75,19,115,3,Tuesday,4,11.63333333
2756,115.7916667,20,115,3,Tuesday,4,11.63333333
2757,115.8333333,21,115,3,Tuesday,4,11.63888889
2758,115.875,22,115,3,Tuesday,4,11.63888889
2759,115.9166667,23,115,3,Tuesday,4,11.63888889
2760,115.9583333,24,115,3,Tuesday,4,11.63888889
2761,116,1,116,4,Wednesday,4,11.63888889
2762,116.0416667,2,116,4,Wednesday,4,11.63888889
2763,116.0833333,3,116,4,Wednesday,4,11.63333333
2764,116.125,4,116,4,Wednesday,4,11.63333333
2765,116.1666667,5,116,4,Wednesday,4,11.63333333
2766,116.2083333,6,116,4,Wednesday,4,11.62777778
2767,116.25,7,116,4,Wednesday,4,11.62777778
2768,116.2916667,8,116,4,Wednesday,4,11.62777778
2769,116.3333333,9,116,4,Wednesday,4,11.62777778
2770,116.375,10,116,4,Wednesday,4,11.63333333
2771,116.4166667,11,116,4,Wednesday,4,11.63333333
2772,116.4583333,12,116,4,Wednesday,4,11.63888889
2773,116.5,13,116,4,Wednesday,4,11.64444444
2774,116.5416667,14,116,4,Wednesday,4,11.65
2775,116.5833333,15,116,4,Wednesday,4,11.65555556
2776,116.625,16,116,4,Wednesday,4,11.66111111
2777,116.6666667,17,116,4,Wednesday,4,11.66666667
2778,116.7083333,18,116,4,Wednesday,4,11.67222222
2779,116.75,19,116,4,Wednesday,4,11.67222222
2780,116.7916667,20,116,4,Wednesday,4,11.67777778
2781,116.8333333,21,116,4,Wednesday,4,11.67777778
2782,116.875,22,116,4,Wednesday,4,11.67777778
2783,116.9166667,23,116,4,Wednesday,4,11.67777778
2784,116.9583333,24,116,4,Wednesday,4,11.67777778
2785,117,1,117,5,Thursday,4,11.67777778
2786,117.0416667,2,117,5,Thursday,4,11.68333333
2787,117.0833333,3,117,5,Thursday,4,11.68333333
2788,117.125,4,117,5,Thursday,4,11.68333333
2789,117.1666667,5,117,5,Thursday,4,11.67777778
2790,117.2083333,6,117,5,Thursday,4,11.67777778
2791,117.25,7,117,5,Thursday,4,11.68333333
2792,117.2916667,8,117,5,Thursday,4,11.68333333
2793,117.3333333,9,117,5,Thursday,4,11.68888889
2794,117.375,10,117,5,Thursday,4,11.68888889
2795,117.4166667,11,117,5,Thursday,4,11.69444444
2796,117.4583333,12,117,5,Thursday,4,11.7
2797,117.5,13,117,5,Thursday,4,11.70555556
2798,117.5416667,14,117,5,Thursday,4,11.71666667
2799,117.5833333,15,117,5,Thursday,4,11.72222222
2800,117.625,16,117,5,Thursday,4,11.73333333
2801,117.6666667,17,117,5,Thursday,4,11.74444444
2802,117.7083333,18,117,5,Thursday,4,11.75555556
2803,117.75,19,117,5,Thursday,4,11.76111111
2804,117.7916667,20,117,5,Thursday,4,11.76666667
2805,117.8333333,21,117,5,Thursday,4,11.76666667
2806,117.875,22,117,5,Thursday,4,11.76666667
2807,117.9166667,23,117,5,Thursday,4,11.77222222
2808,117.9583333,24,117,5,Thursday,4,11.77222222
2809,118,1,118,6,Friday,4,11.77222222
2810,118.0416667,2,118,6,Friday,4,11.77222222
2811,118.0833333,3,118,6,Friday,4,11.77222222
2812,118.125,4,118,6,Friday,4,11.77222222
2813,118.1666667,5,118,6,Friday,4,11.77222222
2814,118.2083333,6,118,6,Friday,4,11.77222222
2815,118.25,7,118,6,Friday,4,11.77222222
2816,118.2916667,8,118,6,Friday,4,11.77222222
2817,118.3333333,9,118,6,Friday,4,11.77222222
2818,118.375,10,118,6,Friday,4,11.77222222
2819,118.4166667,11,118,6,Friday,4,11.77222222
2820,118.4583333,12,118,6,Friday,4,11.77222222
2821,118.5,13,118,6,Friday,4,11.77222222
2822,118.5416667,14,118,6,Friday,4,11.77222222
2823,118.5833333,15,118,6,Friday,4,11.77777778
2824,118.625,16,118,6,Friday,4,11.77777778
2825,118.6666667,17,118,6,Friday,4,11.77777778
2826,118.7083333,18,118,6,Friday,4,11.78333333
2827,118.75,19,118,6,Friday,4,11.78333333
2828,118.7916667,20,118,6,Friday,4,11.78333333
2829,118.8333333,21,118,6,Friday,4,11.78333333
2830,118.875,22,118,6,Friday,4,11.78333333
2831,118.9166667,23,118,6,Friday,4,11.78333333
2832,118.9583333,24,118,6,Friday,4,11.78333333
2833,119,1,119,7,Saturday,4,11.78333333
2834,119.0416667,2,119,7,Saturday,4,11.78333333
2835,119.0833333,3,119,7,Saturday,4,11.78333333
2836,119.125,4,119,7,Saturday,4,11.78333333
2837,119.1666667,5,119,7,Saturday,4,11.78333333
2838,119.2083333,6,119,7,Saturday,4,11.77777778
2839,119.25,7,119,7,Saturday,4,11.77777778
2840,119.2916667,8,119,7,Saturday,4,11.77777778
2841,119.3333333,9,119,7,Saturday,4,11.78333333
2842,119.375,10,119,7,Saturday,4,11.78333333
2843,119.4166667,11,119,7,Saturday,4,11.78888889
