Date/Time,UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),LIVING_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),LIVING_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Rate [W](Hourly),ATTIC_UNIT1:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ATTIC_UNIT1:Zone Windows Total Heat Gain Energy [J](Hourly),UNHEATEDBSMT_UNIT1:Zone Mean Air Temperature [C](Hourly),LIVING_UNIT1:Zone Mean Air Temperature [C](Hourly),ATTIC_UNIT1:Zone Mean Air Temperature [C](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),LIVING_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Sensible Heat Gain Rate [W](Hourly),UNHEATEDBSMT_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),LIVING_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),ATTIC_UNIT1:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electricity Demand Rate [W](Hourly) 
 01/01  13:00:00,0.0,0.0,0.0,671.7147239025381,2418173.006049137,168215.26320102698,0.0,0.0,0.0,15.337451032958733,20.554665276442344,9.635285531761646,0.0,0.0,0.0,1.153198847902692,0.6204836426932632,7.828456060197245,4503.036946304884 
 01/01  14:00:00,0.0,0.0,0.0,553.3725188997363,1992141.0680390506,0.0,0.0,0.0,0.0,15.480604048402583,20.554133613672304,9.69110251136235,0.0,0.0,0.0,0.9593270451535125,0.5417251003759623,6.307483534130861,4193.833663839696 
 01/01  15:00:00,0.0,0.0,0.0,1017.2979988934008,3662272.796016243,1956918.2566005847,0.0,0.0,0.0,15.68474863335216,20.554655252712729,10.386452031079191,0.0,0.0,0.0,0.9308711088503586,0.5454407848385929,7.061229043139682,3709.2408431231526 
 01/01  16:00:00,0.0,0.0,0.0,321.4234521740539,1157124.427826594,0.0,0.0,0.0,0.0,15.821911995576207,20.55489101185835,10.477845317087489,0.0,0.0,0.0,0.7552144848976466,0.4771624327736172,5.304757155753364,3639.6432673020929 
 01/01  17:00:00,0.0,0.0,0.0,258.96379793690246,932269.6725728487,0.0,0.0,0.0,0.0,16.165684504168064,20.554992439523035,10.448266874934698,0.0,0.0,0.0,0.43562839466171807,0.40998049370590786,3.003239747644105,3775.398184791883 
 01/01  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.857954229800509,20.554806036975287,9.836463846380627,0.0,0.0,0.0,0.5414528064749602,0.3783956074098877,3.330332056952942,4017.245584097269 
 01/01  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74002917618129,20.554564991975949,8.90923243770903,0.0,0.0,0.0,0.538405730922406,0.3764550206280104,3.749650917111411,4389.905085557249 
 01/01  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.190645721756938,20.55452232131521,9.47982423144679,0.0,0.0,0.0,0.2947768995016902,0.3187814956492595,1.1197868120029076,4346.71766249255 
 01/01  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.202036690171178,20.55453766321808,9.730785446688781,0.0,0.0,0.0,0.29306611181736988,0.3103264501569387,0.0,4315.073794878923 
 01/01  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.159360607604435,20.55442185800587,9.693973638852557,0.0,0.0,0.0,0.29448297187143099,0.3178255591485056,0.0,4479.274386862162 
 01/01  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.135354281197335,20.554354301281227,9.636484302032592,0.0,0.0,0.0,0.29432969417774898,0.31757682318212696,0.0,4549.051711487737 
 01/01  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09934590601806,20.554248901797043,9.536295594016848,0.0,0.0,0.0,0.29441174908538389,0.31905864796507707,0.0,4634.482976228457 
